"name","website url","symbol text","symbol img url","status","USD raised","time","sale price","current price","return","whitepaper url"
"Tea Token","https://teatoken.io/","","https://www.tokendata.io/assets/logos/tea%20token.png","Failed","","08/07/2017 - 08/28/2017","","","","https://teatoken.io/doc/whitepaper.pdf"
"SolarBankers","http://solarbankers.com/","","https://www.tokendata.io/assets/logos/solarbankers.png","Completed","","08/04/2017 - 08/31/2017","","","","http://solarbankers.com/wp-content/uploads/2017/08/Solarbankers_whitepaper_Vers1.pdf"
"Lust","https://lust.agency/","","https://www.tokendata.io/assets/logos/lust.png","Completed","","08/18/2017 - 10/05/2017","","","","https://drive.google.com/file/d/0B2Au0kLZOVYRMmw1cGJqODJ5dlU/view"
"Hash Rush","http://hashrush.com/","","https://www.tokendata.io/assets/logos/hash%20rush.png","Completed","","09/20/2017 - 10/20/2017","","","",""
"Imperium","https://www.imperium.network/","","https://www.tokendata.io/assets/logos/imperium.png","Completed","","08/20/2017 - 08/27/2017","","","",""
"Protostarr","https://protostarr.io/","","https://www.tokendata.io/assets/logos/protostarr.png","Failed","","08/13/2017 - 09/10/2017","","","","https://protostarr.io/whitepaper.pdf"
"GISC","https://crypto.giscorponline.com/","","https://www.tokendata.io/assets/logos/gisc.png","Completed","","08/12/2017 - 11/15/2017","","","","https://crypto.giscorponline.com/wp-content/uploads/2017/08/GlobalInvestmentServicesCorp-GISCLoanCoinWhitepaper.pdf"
"Scorista","http://ico.scorista.com/","","https://www.tokendata.io/assets/logos/scorista.png","Failed","","09/02/2017 - 09/12/2017","","","","http://ico.scorista.com/SCORISTA_White_Paper.pdf"
"Cloud","https://token.cloudwith.me/","","https://www.tokendata.io/assets/logos/cloud.png","Completed","","07/25/2017 - 08/25/2017","","","","https://token.cloudwith.me/uploads/themepdf/cloud_ico_whitepaper.pdf"
"Ammbr","http://www.ammbr.com/","","https://www.tokendata.io/assets/logos/ammbr.png","Failed","","","","","",""
"Rigoblock","http://rigoblock.com/","","https://www.tokendata.io/assets/logos/rigoblock.png","Planned","","","","","","https://github.com/RigoBlock/whitepaper/raw/master/RigoBlockPaper.pdf"
"Bodhi","http://www.bodhi.network/","","https://www.tokendata.io/assets/logos/bodhi.png","Planned","","","","","","http://www.bodhi.network/static/file/whitepaper/Bodhi_English_White_Paper.pdf"
"Makersmarks","https://makersmarks.io/","","https://www.tokendata.io/assets/logos/makersmarks.png","Failed","","11/23/2017 - 12/23/2017","","","","https://makersmarks.io/pdf/whitepaper.pdf"
"Minerva","https://minerva.com/","","https://www.tokendata.io/assets/logos/minerva.png","Planned","","","","","","https://minerva.com/whitepaper.pdf"
"Empire Card","http://empirecard.network/","","https://www.tokendata.io/assets/logos/empire%20card.png","Completed","","08/15/2017 - 09/20/2017","","","","http://empirecard.network/whitepaper.pdf"
"BeeqB","http://www.beeqb.com/ico/","","https://www.tokendata.io/assets/logos/beeqb.png","Failed","","","","","","http://www.beeqb.com/pages/goto/15477473/?lpg_index=0"
"Pareto","https://pareto.network/","","https://www.tokendata.io/assets/logos/pareto.png","Completed","","12/01/2017 - 01/15/2018","","","","https://pareto.network/whitepaper.pdf"
"Erachain","http://erachain.org/","","https://www.tokendata.io/assets/logos/erachain.png","Planned","","","","","",""
"Deepsee","http://www.deepsee.io/","","https://www.tokendata.io/assets/logos/deepsee.png","Failed","","","","","","http://www.deepsee.io/assets/pdf/whitepaper.pdf"
"Crypto Improvement Fund","https://cryptoimprovementfund.io/","","https://www.tokendata.io/assets/logos/crypto%20improvement%20fund.png","Completed","","10/01/2017 - 11/30/2017","","","","https://cryptoimprovementfund.io/wp-content/uploads/2017/08/Whitepaper_CIF.pdf"
"The King of Net","https://www.thekingof.net/","","https://www.tokendata.io/assets/logos/the%20king%20of%20net.png","Completed","","08/05/2017 - 10/07/2017","","","","https://daks2k3a4ib2z.cloudfront.net/595701fd2bd9bc65dd296aa3/5982c80c4ee55300015c86d6_tkon%20whitepaper%20v1.5.pdf"
"Smoke Network","https://www.smoke.network/","","https://www.tokendata.io/assets/logos/smoke%20network.png","Completed","","08/15/2017 - 09/15/2017","","","","https://www.smoke.network/smoke-network-whitepaper.pdf"
"Rosenbridge Digital","https://www.rosenbridgedigital.org/ico","","https://www.tokendata.io/assets/logos/rosenbridge%20digital.png","Failed","","","","","","https://docs.wixstatic.com/ugd/76fdf0_00a12522a2d845749fcbc7171b4a838a.pdf"
"iBuildapp","https://ibuildapp.io/","","https://www.tokendata.io/assets/logos/ibuildapp.png","Completed","","09/25/2017 - 01/14/2018","","","","https://ibuildapp.io/file/Whitepaper.pdf"
"Payperex","https://payperex.com/","","https://www.tokendata.io/assets/logos/payperex.png","Completed","","08/21/2017 - 12/19/2017","","","","https://payperex.com/whitepaper.pdf"
"Tracor","http://tracornetwork.io/","","https://www.tokendata.io/assets/logos/tracor.png","Failed","","08/21/2017 - 09/22/2017","","","","http://tracornetwork.io/Tracor_whitepaper.pdf"
"Tokenstub","https://tokenstub.io/","","https://www.tokendata.io/assets/logos/tokenstub.png","Failed","","08/23/2017 - 11/01/2017","","","","https://d2987rzq4y1hnp.cloudfront.net/TokenStub-WhitePaper-EN.v1.pdf"
"AI Coin","https://www.aicoin.io/","","https://www.tokendata.io/assets/logos/ai%20coin.png","Completed","","07/17/2017 - 08/28/2017","","","","https://www.aicoin.io/wp-content/uploads/2017/08/AICOIN.Whitepaper.14.08.17.pdf"
"Bitok Dice","https://bitokdice.com/web/invest","","https://www.tokendata.io/assets/logos/bitok%20dice.png","Failed","","07/26/2017 - 08/28/2017","","","",""
"Archain","https://www.archain.org/","","https://www.tokendata.io/assets/logos/archain.png","Completed","","08/02/2017 - 09/13/2017","","","","https://www.archain.org/whitepaper.pdf"
"FaceCoin","http://facecoin.tech/","","https://www.tokendata.io/assets/logos/facecoin.png","Completed","","08/14/2017 - 09/17/2017","","","","http://facecoin.tech/WhitePaper.pdf"
"Litra","http://www.litra.site/","","https://www.tokendata.io/assets/logos/litra.png","Completed","","08/14/2017 - 09/30/2017","","","","http://litra.site/Litrawhitepaper.pdf"
"BlockRX","https://www.blockrx.com/","","https://www.tokendata.io/assets/logos/blockrx.png","Planned","","","","","","https://www.blockrx.com/wp-content/uploads/2017/07/iSolve_BlockRx_Token_Whitepaper.pdf"
"Peerity","https://www.peerity.io/","","https://www.tokendata.io/assets/logos/peerity.png","Failed","","11/01/2017 - 11/30/2017","","","","https://www.peerity.io/Whitepaper.html"
"Cryptum","https://cryptum.co/","","https://www.tokendata.io/assets/logos/cryptum.png","Completed","","09/16/2017 - 12/01/2017","","","","https://cryptum.co/wp-content/uploads/2017/08/CryptumWhitepaper.pdf?x24915"
"Bitindia","https://bitindia.co/","","https://www.tokendata.io/assets/logos/bitindia.png","Completed","","09/11/2017 - 11/11/2017","","","",""
"Feeed","https://feeed.cc/","","https://www.tokendata.io/assets/logos/feeed.png","Failed","","","","","","http://feeed.cc/WhitePaper/WhitePaper.pdf"
"TorrentChain","http://torrentchain.io/","","https://www.tokendata.io/assets/logos/torrentchain.png","Failed","","08/20/2017 - 09/10/2017","","","",""
"Kaizen Coin","http://kaizencoin.io/","","https://www.tokendata.io/assets/logos/kaizen%20coin.png","Completed","","08/18/2017 - 09/18/2017","","","",""
"Eticket4","http://et4.io/","","https://www.tokendata.io/assets/logos/eticket4.png","Completed","","02/27/2018 - 03/23/2018","","","","http://et4.io/ET4_WP_ENG.pdf"
"Baltic Fund","https://baltic.fund/","","https://www.tokendata.io/assets/logos/baltic%20fund.png","Completed","","02/19/2018 - 03/26/2018","","","","https://baltic.fund/BF_Whitepaper.pdf"
"Bpay","https://www.bpay.io/","","https://www.tokendata.io/assets/logos/bpay.png","Completed","","03/26/2018 - 05/08/2018","","","","https://docsend.com/view/tfwt9zv"
"NeumCoin","https://neumcoin.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","03/04/2018 - 05/01/2018","","","","https://ico.neumcoin.com/doc/legal/Whitepaper.pdf"
"Sandblock","https://sandblock.io/tokensale","","https://www.tokendata.io/assets/logos/sandblock.png","Completed","","04/25/2018 - 06/16/2018","","","","https://sandblock.io/whitepaper/en"
"Conn3x","https://conn3x.io/","","https://www.tokendata.io/assets/logos/conn3x.png","Completed","","04/14/2018 - 04/30/2018","","","","https://conn3x.io/wp/en.pdf"
"Bitecoin","https://bitecoin.network/","","https://www.tokendata.io/assets/logos/bitecoin.png","Completed","","04/06/2018 - 04/30/2018","","","","https://bitecoin.network/kbase/BiteCoin-Whitepaper-V1-1.pdf"
"Fitrova","https://www.fitrova.com/","","https://www.tokendata.io/assets/logos/fitrova.png","Completed","","03/26/2018 - 04/30/2018","","","","https://www.fitrova.com/wp-content/uploads/Whitepaper.pdf"
"Ovato","https://www.ovato.com/","","https://www.tokendata.io/assets/logos/ovato.png","Active","","","","","","https://www.ovato.com/wp-content/uploads/2018/02/WhitePaper.pdf"
"HireGo","http://hirego.io/","","https://www.tokendata.io/assets/logos/hirego.png","Completed","","05/01/2018 - 06/30/2018","","","","http://hirego.io/lib/HireGo_Whitepaper.pdf"
"A2B Taxi Token","https://a2btaxi.io/","","https://www.tokendata.io/assets/logos/a2b%20taxi%20token.png","Completed","","03/07/2018 - 04/07/2018","","","","https://a2btaxi.io/wp-content/uploads/a2b-taxi-token-whitepaper-01-10-r5.pdf"
"Paysura","https://paysura.com/","","https://www.tokendata.io/assets/logos/paysura.png","Failed","","03/03/2018 - 04/01/2018","","","","https://paysura.com/wp-content/uploads/2018/02/Whitepaper_IPC.pdf"
"VendiCoins","http://vendicoins.com/","","https://www.tokendata.io/assets/logos/vendicoins.png","Completed","","03/03/2018 - 03/23/2018","","","","http://vendicoins.com/wp-content/uploads/2018/02/Vendio-ICO-Whitepaper.pdf"
"DIG Coin","https://www.digcoin.co/default.aspx","","https://www.tokendata.io/assets/logos/dig%20coin.png","Failed","","03/03/2018 - 04/14/2018","","","","https://www.digcoin.co/images/whitepaper.pdf"
"Yurix","https://yurix.io/","","https://www.tokendata.io/assets/logos/yurix.png","Completed","","03/03/2018 - 04/03/2018","","","","https://yurix.io/static/ico/images/paper/YurixWhitePaper.pdf"
"Onyx","https://onyxfutures.io/","","https://www.tokendata.io/assets/logos/onyx.png","Completed","","03/02/2018 - 03/31/2018","","","","https://onyxfutures.io/wp/OnyxWhitepaper.pdf"
"Amon","https://amon.tech/","","https://www.tokendata.io/assets/logos/amon.png","Completed","","03/01/2018 - 04/04/2018","","","","https://drive.google.com/file/d/17J03CjIe-v9pv-RTNCheZ8iMCCCaZ0VR/view?usp=sharing"
"DNN","http://crowdsale.dnn.media/","","https://www.tokendata.io/assets/logos/dnn.png","Planned","","","","","","https://dnn.media/whitepaper"
"Creditcoin","https://cointoken.io/","","https://www.tokendata.io/assets/logos/creditcoin.png","Completed","","03/01/2018 - 06/30/2018","","","","https://cointoken.io/COINTOKEN-HOME_files/Whitepaper.pdf"
"Titan Coin","https://titan-coin.com/","","https://www.tokendata.io/assets/logos/titan%20coin.png","Completed","","03/01/2018 - 03/31/2018","","","","https://titan-coin.com/white-paper-en.PDF"
"Tutellus","https://www.tutellus.io/","","https://www.tokendata.io/assets/logos/tutellus.png","Planned","","","","","","https://tny.im/wpen"
"Crypto Hunt","https://www.cryptohuntgame.com/","","https://www.tokendata.io/assets/logos/crypto%20hunt.png","Completed","","03/01/2018 - 03/15/2018","","","","https://www.cryptohuntgame.com/documents/CryptoHunt_Whitepaper_0.2.pdf"
"Game Protocol","http://www.gameprotocol.io/","","https://www.tokendata.io/assets/logos/game%20protocol.png","Planned","","","","","","http://www.gameprotocol.io/whitepaper"
"Upline","https://ico.upline.solutions/","","https://www.tokendata.io/assets/logos/upline.png","Planned","","","","","","https://ico.upline.solutions/download/upline-ico-whitepaper-en.pdf"
"Evareium","https://www.evareium.io/home","","https://www.tokendata.io/assets/logos/evareium.png","Completed","","03/01/2018 - 05/19/2018","","","","https://www.evareium.io/assets/img/pdf/Evareium-technical-whitepaper.pdf"
"Expocoin","https://showmebiz.io/","","https://www.tokendata.io/assets/logos/expocoin.png","Completed","","03/01/2018 - 07/31/2018","","","","https://showmebiz.io/doc/WHITE_PAPER_ICO_en.pdf"
"BestMeta","https://www.bestmeta.gg/","","https://www.tokendata.io/assets/logos/bestmeta.png","Completed","","04/01/2018 - 06/15/2018","","","","https://www.bestmeta.gg/wp-content/docs/Whitepaper_EN.pdf"
"IronBlock","https://ironblock.io/","","https://www.tokendata.io/assets/logos/ironblock.png","Planned","","","","","","https://ironblock.io/media/IronBlock_en_WP_2.0.pdf"
"VICoin","https://virtonomics.io/en/","","https://www.tokendata.io/assets/logos/vicoin.png","Completed","","03/01/2018 - 05/31/2018","","","","https://virtonomics.io/pub/app/ico/docs/Whitepaper_Virtonomics_PreSale_en.pdf"
"Safekeet","https://safekeet.io/","","https://www.tokendata.io/assets/logos/safekeet.png","Completed","","03/01/2018 - 03/31/2018","","","","https://safekeet.io/theme/pdf/white-paper-en.pdf"
"Pentacore","https://pentacore.io/","","https://www.tokendata.io/assets/logos/pentacore.png","Completed","","04/02/2018 - 05/01/2018","","","","https://pentacore.io/pdfs/PentaCore_whitepaper_20170115.pdf"
"Wizzle","https://wizzle.io/","","https://www.tokendata.io/assets/logos/wizzle.png","Completed","","03/01/2018 - 04/14/2018","","","","https://wizzlecontent.blob.core.windows.net/downloads/wzi_whitepaper_en.pdf"
"Shop","https://shoppers.shop/token/","","https://www.tokendata.io/assets/logos/shop.png","Completed","","05/14/2018 - 06/13/2018","","","","https://github.com/ShoppersShop/whitepaper/blob/master/technical-white-paper.org"
"Smart Valley","https://smartvalley.io/","","https://www.tokendata.io/assets/logos/smart%20valley.png","Completed","","04/04/2018 - 07/13/2018","","","","https://smartvalley.io/files/WP_en.pdf"
"Multisign","https://www.multisign.io/","","https://www.tokendata.io/assets/logos/multisign.png","Completed","","03/01/2018 - 03/31/2018","","","","https://www.multisign.io/multisignio-wp.pdf"
"Trevi","https://www.trevilabs.co/","","https://www.tokendata.io/assets/logos/trevi.png","Planned","","","","","","https://docs.wixstatic.com/ugd/f7d204_c047133883c4494ba30aa1c34af46f18.pdf"
"NTOK","https://ntok.io/","","https://www.tokendata.io/assets/logos/ntok.png","Completed","","03/16/2018 - 04/15/2018","","","","https://ntok.io/docs/en/NTOK%20White%20Paper.pdf"
"CVproof","https://www.cvproof.com/","","https://www.tokendata.io/assets/logos/cvproof.png","Planned","","","","","","https://www.cvproof.com/white-paper.html"
"Water to the World","https://watertotheworld.io/","","https://www.tokendata.io/assets/logos/water%20to%20the%20world.png","Completed","","03/01/2018 - 03/31/2018","","","","https://watertotheworld.io/#Whitepaper"
"Stabilise","https://www.stabilise.io/","","https://www.tokendata.io/assets/logos/stabilise.png","Completed","","04/01/2018 - 04/30/2018","","","","https://docs.wixstatic.com/ugd/c0c03d_212480ac82564067a924a3c9b1358355.pdf"
"Bituber","https://bituber.io/","","https://www.tokendata.io/assets/logos/bituber.png","Completed","","02/27/2018 - 03/27/2018","","","","https://bituber.io/bituber_whitepaper_final-2.pdf"
"Dentix","https://dentix.io/","","https://www.tokendata.io/assets/logos/dentix.png","Failed","","04/01/2018 - 04/30/2018","","","","https://dentix.io/docs/dentix_whitepaper_latest.pdf"
"Lescovex","https://www.lescovex.com/","","https://www.tokendata.io/assets/logos/lescovex.png","Completed","","03/01/2018 - 04/19/2018","","","","https://www.lescovex.com/whitepaper"
"Yield Coin","https://myyield.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","03/01/2018 - 03/31/2018","","","","https://myyield.io/#whitepaper"
"UltraYolo","https://ultrayolo.com/","","https://www.tokendata.io/assets/logos/ultrayolo.png","Planned","","","","","","https://ultrayolo.com/whitepaper.pdf"
"Noxbox","https://noxbox.io/","","https://www.tokendata.io/assets/logos/noxbox.png","Completed","","03/01/2018 - 03/28/2018","","","","https://noxbox.io/en.pdf"
"Koios","https://www.koios.ai/","","https://www.tokendata.io/assets/logos/koios.png","Completed","","06/01/2018 - 07/01/2018","","","","https://storage.googleapis.com/koiosai/Koios_White_Paper.pdf"
"Action Coin","https://actioncoin.io/","","https://www.tokendata.io/assets/logos/action%20coin.png","Completed","","03/01/2018 - 03/31/2018","","","","http://action.jndfswg9eq.maxcdn-edge.com/action-white-paper.pdf"
